word_id,part_of_speech,translation_text,translation_note,image_url,transcription,definition_text,difficulty_level,frequency_percent,sk_wordId,meaning_id
21938,n,важность,,//static.skyeng.ru/image/download/project/dictionary/id/37619/width/640/height/480,əˈkaʊnt,Importance or value.,3,5.6,950,76731
21938,n,мнение,,//static.skyeng.ru/image/download/project/dictionary/id/104289/width/640/height/480,əˈkaʊnt,One's own opinion.,3,0.0,950,232496
21938,n,отчёт,,//static.skyeng.ru/image/download/project/dictionary/id/15184/width/640/height/480,əˈkaʊnt,A statement of recent transactions and the resulting balance.,2,0.0,950,76732
21938,n,учётная запись,компьют.,//static.skyeng.ru/image/download/project/dictionary/id/75450/width/640/height/480,əˈkaʊnt,"An arrangement that somebody has with a company that allows them to use the Internet, send and receive messages by email, etc.",3,0.0,950,231984
21938,v,считать,,//static.skyeng.ru/image/download/project/dictionary/id/220724/width/640/height/480,əˈkaʊnt,(formal) to judge about someone or something in a stated way.,3,0.0,950,76737
21939,j,интересный,,//static.skyeng.ru/image/download/project/dictionary/id/218163/width/640/height/480,ˈɪntrɪstɪŋ,Arousing curiosity or holding the attention of somebody.,1,100.0,951,129663
21940,n,публика,,//static.skyeng.ru/image/download/project/dictionary/id/220651/width/640/height/480,ˈɔːdjəns,"The people who sit and watch a performance at a theatre, cinema, etc.",3,87.0,952,45975
21940,n,аудитория,,//static.skyeng.ru/image/download/project/dictionary/id/216211/width/640/height/480,ˈɔːdjəns,"The type of people who watch a particular TV show, read a particular book, etc.",0,13.0,952,45976
21940,n,аудитория,,//static.skyeng.ru/image/download/project/dictionary/id/16346/width/640/height/480,ˈɔːdjəns,An opportunity to state your case and be heard.,0,0.0,952,45977
21940,n,аудиенция,,//static.skyeng.ru/image/download/project/dictionary/id/30461/width/640/height/480,ˈɔːdjəns,A conference (usually with someone important).,0,0.0,952,45978
21941,j,богатый,,//static.skyeng.ru/image/download/project/dictionary/id/220899/width/640/height/480,rɪʧ,"Having a lot more money than most people, or owning expensive things that cost a lot.",2,58.6,953,113973
21941,j,изобилующий,,//static.skyeng.ru/image/download/project/dictionary/id/27489/width/640/height/480,rɪʧ,Containing a lot of something that is important or valuable.,2,17.2,953,113974
21941,j,густой,,//static.skyeng.ru/image/download/project/dictionary/id/207264/width/640/height/480,rɪʧ,Strong; intense.,0,6.9,953,113977
21941,j,плодородный,,//static.skyeng.ru/image/download/project/dictionary/id/70581/width/640/height/480,rɪʧ,Marked by great fruitfulness.,2,6.9,953,113976
21941,j,ценный,,//static.skyeng.ru/image/download/project/dictionary/id/67630/width/640/height/480,rɪʧ,Of great worth or quality.,0,6.9,953,113975
21941,j,производительный,,//static.skyeng.ru/image/download/project/dictionary/id/71261/width/640/height/480,rɪʧ,Very productive.,0,3.4,953,113978
21941,n,богачи,,//static.skyeng.ru/image/download/project/dictionary/id/11521/width/640/height/480,rɪʧ,People who have possessions and wealth (considered as a group).,2,0.0,953,113972
21942,n,ужин,"основной приём пищи за день, часто вечером",//static.skyeng.ru/image/download/project/dictionary/id/217373/width/640/height/480,ˈdɪnə,The main meal of the day served in the evening or at midday.,1,100.0,954,135987
21943,n,голос,в голосовании,//static.skyeng.ru/image/download/project/dictionary/id/218436/width/640/height/480,vəʊt,A choice that is made by counting the number of people in favor of each alternative.,3,40.0,955,30958
21943,n,голосование,,//static.skyeng.ru/image/download/project/dictionary/id/80722/width/640/height/480,vəʊt,The opinion of a group as determined by voting.,3,9.2,955,30959
21943,n,избирательное право,,//static.skyeng.ru/image/download/project/dictionary/id/18139/width/640/height/480,vəʊt,A legal right guaranteed by the 15th amendment to the US Constitution; guaranteed to women by the 19th amendment.,0,3.1,955,30960
21943,n,голосование,,//static.skyeng.ru/image/download/project/dictionary/id/108509/width/640/height/480,vəʊt,A way of making a decision by asking a group of people to vote.,3,0.0,955,239729
21943,v,отдавать голос,,//static.skyeng.ru/image/download/project/dictionary/id/221386/width/640/height/480,vəʊt,To express one's preference for a candidate or for a measure or resolution; cast a vote.,3,34.9,955,30963
21943,v,голосовать,,//static.skyeng.ru/image/download/project/dictionary/id/36994/width/640/height/480,vəʊt,Express one's choice or preference by vote.,3,11.6,955,30964
21943,v,вносить предложение,,//static.skyeng.ru/image/download/project/dictionary/id/37389/width/640/height/480,vəʊt,Express a choice or opinion.,0,1.2,955,30965
21944,j,западный,,//static.skyeng.ru/image/download/project/dictionary/id/219225/width/640/height/480,ˈwɛstən,Relating to or characteristic of the western parts of the world or the West as opposed to the eastern or oriental parts.,3,83.6,956,164048
21944,j,западный,,//static.skyeng.ru/image/download/project/dictionary/id/66169/width/640/height/480,ˈwɛstən,Of or characteristic of regions of the United States west of the Mississippi River.,0,11.9,956,164049
21944,j,западный,,//static.skyeng.ru/image/download/project/dictionary/id/69435/width/640/height/480,ˈwɛstən,Lying toward or situated in the west.,0,4.0,956,164050
21944,j,западный ,,//static.skyeng.ru/image/download/project/dictionary/id/102848/width/640/height/480,ˈwɛstən,In or from the west part of an area.,3,0.0,956,237683
21944,j,за́падный,,//static.skyeng.ru/image/download/project/dictionary/id/168496/width/640/height/480,ˈwɛstən,Of wind; from the west.,3,0.0,956,164051
21944,j,западный,,//static.skyeng.ru/image/download/project/dictionary/id/143666/width/640/height/480,ˈwɛstən,"Relating to countries in the west part of the world, especially North America and countries in the west of Europe.",3,0.0,956,237684
21944,n,вестерн ,,//static.skyeng.ru/image/download/project/dictionary/id/178166/width/640/height/480,ˈwɛstən,A film about life in the western United States during the period of exploration and development.,3,0.5,956,164046
21945,v,соотносить,,//static.skyeng.ru/image/download/project/dictionary/id/228377/width/640/height/480,rɪˈleɪt,To make or show a logical connection between two things.,5,42.9,957,109312
21945,v,иметь важность,,//static.skyeng.ru/image/download/project/dictionary/id/205428/width/640/height/480,rɪˈleɪt,To be relevant to.,0,25.7,957,109313
21945,v,определять соотношение,,//static.skyeng.ru/image/download/project/dictionary/id/38149/width/640/height/480,rɪˈleɪt,Give an account of.,0,20.0,957,109314
21945,v,быть в родстве,,//static.skyeng.ru/image/download/project/dictionary/id/40625/width/640/height/480,rɪˈleɪt,Be in a relationship with.,0,11.4,957,109315
21945,v,описывать,,//static.skyeng.ru/image/download/project/dictionary/id/114027/width/640/height/480,rɪˈleɪt,To tell a story or describe a series of events.,5,0.0,957,241315
21946,v,путешествовать,,//static.skyeng.ru/image/download/project/dictionary/id/221359/width/640/height/480,ˈtrævl,"To make a journey or visit some places, especially places that are far away from where someone lives.",1,24.8,958,396
21946,v,ездить,,//static.skyeng.ru/image/download/project/dictionary/id/36778/width/640/height/480,ˈtrævl,"To move from one place to another, especially in a vehicle.",3,14.1,958,398
21946,v,перемещаться,,//static.skyeng.ru/image/download/project/dictionary/id/179579/width/640/height/480,ˈtrævl,(of inanimate objects) to move from one place to another.,3,6.3,958,394
21946,v,пересекать,,//static.skyeng.ru/image/download/project/dictionary/id/42666/width/640/height/480,ˈtrævl,To pass something from one side to another.,4,4.9,958,397
21946,v,распространяться,"о новостях, слухах и т. п.",//static.skyeng.ru/image/download/project/dictionary/id/152497/width/640/height/480,ˈtrævl,"(of news, rumours, etc.) to spread from one place to another.",5,0.0,958,254353
21946,n,путешествие,,//static.skyeng.ru/image/download/project/dictionary/id/228951/width/640/height/480,ˈtrævl,The activity of going from one place to another.,3,47.3,958,391
21946,n,перемещение,чего-либо,//static.skyeng.ru/image/download/project/dictionary/id/154374/width/640/height/480,ˈtrævl,A movement through space that changes the location of something.,4,2.5,958,392
21947,n,обсуждение,,//static.skyeng.ru/image/download/project/dictionary/id/220482/width/640/height/480,dɪˈbeɪt,A discussion in which people or groups express different opinions.,4,64.9,959,112178
21947,n,спор,,//static.skyeng.ru/image/download/project/dictionary/id/41337/width/640/height/480,dɪˈbeɪt,A formal discussion on a particular matter in a public meeting or legislative assembly.,4,19.1,959,112179
21947,v,спорить,,//static.skyeng.ru/image/download/project/dictionary/id/41337/width/640/height/480,dɪˈbeɪt,Argue with one another.,4,6.4,959,112180
21947,v,обсуждать,,//static.skyeng.ru/image/download/project/dictionary/id/41571/width/640/height/480,dɪˈbeɪt,Discuss the pros and cons of an issue.,0,3.2,959,112182
21947,v,обдумывать,,//static.skyeng.ru/image/download/project/dictionary/id/37898/width/640/height/480,dɪˈbeɪt,Think about carefully; weigh.,0,3.2,959,112181
21947,v,полемизировать,,//static.skyeng.ru/image/download/project/dictionary/id/10053/width/640/height/480,dɪˈbeɪt,Have an argument about something.,0,3.2,959,112183
21947,v,дискутировать,,//static.skyeng.ru/image/download/project/dictionary/id/111663/width/640/height/480,dɪˈbeɪt,To discuss a subject in a formal way.,4,0.0,959,240744
21948,v,предотвращать,,//static.skyeng.ru/image/download/project/dictionary/id/219460/width/640/height/480,prɪˈvɛnt,To stop something from happening or someone from doing something.,3,100.0,960,143673
21949,n,житель,города,//static.skyeng.ru/image/download/project/dictionary/id/201805/width/640/height/480,ˈsɪtɪzn,An inhabitant of a town or city.,4,100.0,961,49578
21949,n,гражданин,,//static.skyeng.ru/image/download/project/dictionary/id/220494/width/640/height/480,ˈsɪtɪzn,Someone who has a legal right to live in a particular country.,4,0.0,961,237906
21950,n,большинство,,//static.skyeng.ru/image/download/project/dictionary/id/47165/width/640/height/480,məˈʤɒrɪti,(usually singular) more than half of a group of people or things.,4,94.4,962,75464
21950,n,совершеннолетие,,//static.skyeng.ru/image/download/project/dictionary/id/16979/width/640/height/480,məˈʤɒrɪti,The age at which someone becomes legally a full adult (usually between 18 and 21 years old).,4,5.6,962,75466
21951,r,нисколько,,//static.skyeng.ru/image/download/project/dictionary/id/85532/width/640/height/480,nʌn,Not at all or in no way.,3,100.0,963,46772
21951,n,католическая служба,,//static.skyeng.ru/image/download/project/dictionary/id/3457/width/640/height/480,nʌn,A service in the Roman Catholic Church formerly read or chanted at 3 PM (the ninth hour counting from sunrise) but now somewhat earlier.,3,0.0,963,46770
21951,j,ни один ,,//static.skyeng.ru/image/download/project/dictionary/id/85529/width/640/height/480,nʌn,Not any.,3,0.0,963,46771
21952,j,передний,,//static.skyeng.ru/image/download/project/dictionary/id/228027/width/640/height/480,frʌnt,Relating to or located in the place most forward.,2,69.4,964,212041
21952,n,передняя часть,,//static.skyeng.ru/image/download/project/dictionary/id/11951/width/640/height/480,frʌnt,The side that is forward or prominent.,2,27.2,964,212029
21952,n,вид,поведение,//static.skyeng.ru/image/download/project/dictionary/id/222075/width/640/height/480,frʌnt,Unsincere behaviour used to hide your true feelings.,2,1.4,964,212033
21952,v,противостоять,,//static.skyeng.ru/image/download/project/dictionary/id/40165/width/640/height/480,frʌnt,Confront bodily.,2,1.0,964,212040
21952,v,быть обращённым,,//static.skyeng.ru/image/download/project/dictionary/id/36928/width/640/height/480,frʌnt,"Be oriented in a certain direction, often with respect to another reference point; be opposite to.",2,1.0,964,212039
21953,v,рождённый,"причастие прошедшего времени глагола ""bear"" в значении ""рожать, рождать""",//static.skyeng.ru/image/download/project/dictionary/id/152398/width/640/height/480,bɔːn,The past participle of the verb 'bear' (to cause to be born).,0,0.0,965,255591
21953,j,родившийся,,//static.skyeng.ru/image/download/project/dictionary/id/223593/width/640/height/480,bɔːn,Brought into existence.,2,100.0,965,121673
21953,j,прирождённый,,//static.skyeng.ru/image/download/project/dictionary/id/1754/width/640/height/480,bɔːn,Being talented through inherited qualities.,0,0.0,965,121674
21954,v,признавать,,//static.skyeng.ru/image/download/project/dictionary/id/220766/width/640/height/480,ədˈmɪt,"To agree that something is true, especially when you are unhappy, sorry, or surprised about it.",3,84.2,966,183871
21954,v,впускать,,//static.skyeng.ru/image/download/project/dictionary/id/194132/width/640/height/480,ədˈmɪt,"To allow someone to enter a place, especially a public place such as a theatre or museum.",0,14.5,966,183872
21954,v,принимать ,,//static.skyeng.ru/image/download/project/dictionary/id/87823/width/640/height/480,ədˈmɪt,To allow someone to become a member of an organization.,3,1.3,966,183874
21954,v,допускать,,//static.skyeng.ru/image/download/project/dictionary/id/191169/width/640/height/480,ədˈmɪt,Allow the possibility of.,3,0.0,966,183875
21954,v,вмещать,,//static.skyeng.ru/image/download/project/dictionary/id/208719/width/640/height/480,ədˈmɪt,Have room for; hold without crowding.,3,0.0,966,183877
21955,j,старший,"по званию, статусу",//static.skyeng.ru/image/download/project/dictionary/id/223458/width/640/height/480,ˈsiːnjə,Having a more important job or position than someone else.,4,63.5,967,108553
21955,j,выпускной,,//static.skyeng.ru/image/download/project/dictionary/id/66736/width/640/height/480,ˈsiːnjə,Used of the fourth and final year in United States high school or college.,4,21.2,967,108554
21955,j,старший,,//static.skyeng.ru/image/download/project/dictionary/id/17493/width/640/height/480,ˈsiːnjə,Advanced in years; (`aged' is pronounced as two syllables).,0,0.0,967,108555
21955,j,старший,о возрасте,//static.skyeng.ru/image/download/project/dictionary/id/106736/width/640/height/480,ˈsiːnjə,Relating to people who are older.,0,0.0,967,238864
21955,n,студент последнего курса,,//static.skyeng.ru/image/download/project/dictionary/id/13699/width/640/height/480,ˈsiːnjə,An undergraduate student during the year preceding graduation.,4,15.3,967,108551
21955,n,старший,по возрасту,//static.skyeng.ru/image/download/project/dictionary/id/194010/width/640/height/480,ˈsiːnjə,A person who is older than you are.,4,0.0,967,108552
21956,v,предполагать,,//static.skyeng.ru/image/download/project/dictionary/id/209317/width/640/height/480,əˈsjuːm,"To think that something is true, without question or proof.",4,72.3,968,203307
21956,v,принимать на себя,"ответственность, обязанности и т. д.",//static.skyeng.ru/image/download/project/dictionary/id/191071/width/640/height/480,əˈsjuːm,"To take on titles, offices, duties, responsibilities.",0,13.8,968,203308
21956,v,обретать,,//static.skyeng.ru/image/download/project/dictionary/id/67224/width/640/height/480,əˈsjuːm,"To take on a certain form, attribute, or aspect.",0,13.8,968,203309
21956,v,принимать,,//static.skyeng.ru/image/download/project/dictionary/id/41617/width/640/height/480,əˈsjuːm,Take up someone's soul into heaven.,0,0.0,968,203314
21956,v,притворяться,,//static.skyeng.ru/image/download/project/dictionary/id/118115/width/640/height/480,əˈsjuːm,Make a pretence of.,4,0.0,968,203313
21956,v,надевать,,//static.skyeng.ru/image/download/project/dictionary/id/92273/width/640/height/480,əˈsjuːm,Put clothing on one's body.,4,0.0,968,203315
21956,v,присваивать,,//static.skyeng.ru/image/download/project/dictionary/id/42419/width/640/height/480,əˈsjuːm,Seize and take control without authority and possibly with force; take as one's right or possession.,4,0.0,968,203312
21957,n,ветер,,//static.skyeng.ru/image/download/project/dictionary/id/221424/width/640/height/480,wɪnd,"A natural, fast movement of air.",1,77.3,969,28835
21957,n,дыхание,,//static.skyeng.ru/image/download/project/dictionary/id/3220/width/640/height/480,wɪnd,(mainly British) breath or the ability to breathe.,4,2.8,969,28837
21957,n,вздор,,//static.skyeng.ru/image/download/project/dictionary/id/170131/width/640/height/480,wɪnd,"(British, disapproving) words that do not mean anything.",4,0.0,969,28838
21957,n,духовые инструменты,муз.,//static.skyeng.ru/image/download/project/dictionary/id/95483/width/640/height/480,wɪnd,The group of musical instruments in an orchestra that produce sounds when you blow into them.,4,0.0,969,28840
21957,n,поворот,,//static.skyeng.ru/image/download/project/dictionary/id/139086/width/640/height/480,waɪnd,The act of turning or twisting something.,4,0.0,969,28842
21957,v,извиваться,,//static.skyeng.ru/image/download/project/dictionary/id/218206/width/640/height/480,waɪnd,"To have many curves, bends and twists.",1,12.0,969,28843
21957,v,наматывать,,//static.skyeng.ru/image/download/project/dictionary/id/141349/width/640/height/480,waɪnd,To wrap something around an object or twist an object around itself.,4,8.0,969,28845
21958,j,ключевой,,//static.skyeng.ru/image/download/project/dictionary/id/219815/width/640/height/480,kiː,Most important or essential.,1,56.8,970,13712
21958,n,ключ,,//static.skyeng.ru/image/download/project/dictionary/id/218179/width/640/height/480,kiː,"A specially shaped piece of material, typically metal, used for locking a door, starting a car, etc.",1,27.1,970,13692
21958,n,ключ,,//static.skyeng.ru/image/download/project/dictionary/id/179966/width/640/height/480,kiː,Something crucial for explaining.,0,7.7,970,13693
21958,n,тон,,//static.skyeng.ru/image/download/project/dictionary/id/7922/width/640/height/480,kiː,Pitch of the voice.,0,3.9,970,13694
21958,n,ключ,,//static.skyeng.ru/image/download/project/dictionary/id/9825/width/640/height/480,kiː,Any of 24 major or minor diatonic scales that provide the tonal framework for a piece of music.,0,1.9,970,13695
21958,n,разъяснение,,//static.skyeng.ru/image/download/project/dictionary/id/180465/width/640/height/480,kiː,A list of words or phrases that explain symbols or abbreviations.,1,0.0,970,13702
21958,v,определять,,//static.skyeng.ru/image/download/project/dictionary/id/37916/width/640/height/480,kiː,"Identify as in botany or biology, for example.",1,2.5,970,13707
21959,j,профессиональный,,//static.skyeng.ru/image/download/project/dictionary/id/210234/width/640/height/480,prəˈfɛʃənl,Relating to the type of work that needs special skills and qualifications.,3,62.0,971,94445
21959,n,профессионал,,//static.skyeng.ru/image/download/project/dictionary/id/219603/width/640/height/480,prəˈfɛʃənl,Someone who does a job that needs special training or education.,3,38.0,971,94442
21960,n,миссионерская организация,,//static.skyeng.ru/image/download/project/dictionary/id/11749/width/640/height/480,ˈmɪʃən,An organization of missionaries in a foreign land sent to carry on religious work.,4,43.9,972,167413
21960,n,поручение,,//static.skyeng.ru/image/download/project/dictionary/id/80962/width/640/height/480,ˈmɪʃən,A special assignment that is given to a person or group.,4,19.5,972,167415
21960,n,задание,миссия,//static.skyeng.ru/image/download/project/dictionary/id/228908/width/640/height/480,ˈmɪʃən,An operation that is assigned by a higher headquarters.,4,19.5,972,167414
21960,n,миссионерская деятельность,,//static.skyeng.ru/image/download/project/dictionary/id/3079/width/640/height/480,ˈmɪʃən,The organized work of a religious missionary.,0,17.1,972,167416
21960,n,задача,,//static.skyeng.ru/image/download/project/dictionary/id/115129/width/640/height/480,ˈmɪʃən,"An important job, usually travelling somewhere.",0,0.0,972,247741
21960,n,делегация,,//static.skyeng.ru/image/download/project/dictionary/id/11748/width/640/height/480,ˈmɪʃən,A group of representatives or delegates.,4,0.0,972,167417
21960,n,призвание,,//static.skyeng.ru/image/download/project/dictionary/id/219734/width/640/height/480,ˈmɪʃən,Someone's duty or purpose in life.,0,0.0,972,238435
21961,r,быстро,,//static.skyeng.ru/image/download/project/dictionary/id/217545/width/640/height/480,fɑːst,Quickly; at a great speed.,1,68.9,973,168537
21961,r,крепко,,//static.skyeng.ru/image/download/project/dictionary/id/113489/width/640/height/480,fɑːst,Firmly or closely.,0,4.3,973,168538
21961,j,быстрый,,//static.skyeng.ru/image/download/project/dictionary/id/217544/width/640/height/480,fɑːst,Moving or happening quickly.,1,26.5,973,168527
21961,j,быстродействующий,,//static.skyeng.ru/image/download/project/dictionary/id/166242/width/640/height/480,fɑːst,(of a photographic lens or emulsion) causing a shortening of exposure time.,0,0.0,973,168536
21961,j,скорый,,//static.skyeng.ru/image/download/project/dictionary/id/170016/width/640/height/480,fɑːst,Hurried and brief.,0,0.0,973,168533
21961,j,стойкий,,//static.skyeng.ru/image/download/project/dictionary/id/170380/width/640/height/480,fɑːst,Resistant to destruction or fading.,0,0.0,973,168531
21961,n,пост,,//static.skyeng.ru/image/download/project/dictionary/id/3520/width/640/height/480,fɑːst,Abstaining from food.,1,0.3,973,168524
21962,r,исключительно,,//static.skyeng.ru/image/download/project/dictionary/id/81201/width/640/height/480,əˈləʊn,Without any others being included or involved.,2,34.3,974,96504
21962,r,в одиночестве,,//static.skyeng.ru/image/download/project/dictionary/id/81204/width/640/height/480,əˈləʊn,Without anybody else or anything else.,2,30.0,974,96505
21962,r,только ,,//static.skyeng.ru/image/download/project/dictionary/id/111163/width/640/height/480,əˈləʊn,Used to emphasize that only one person or thing is involved.,2,0.0,974,240505
21962,j,одинокий,,//static.skyeng.ru/image/download/project/dictionary/id/225989/width/640/height/480,əˈləʊn,Without any other people.,2,34.5,974,96500
21962,j,в одиночку,,//static.skyeng.ru/image/download/project/dictionary/id/70735/width/640/height/480,əˈləʊn,Without the help of other people or things.,2,1.3,974,96502
21963,n,клиент,,//static.skyeng.ru/image/download/project/dictionary/id/223022/width/640/height/480,ˈkʌstəmə,A person or company that buys goods or services from a store or business.,2,100.0,975,5825
21963,n,заказчик,,//static.skyeng.ru/image/download/project/dictionary/id/225196/width/640/height/480,ˈkʌstəmə,The person or group who set the goals of the project and owns the result the work.,0,0.0,975,254981
21964,v,страдать ,,//static.skyeng.ru/image/download/project/dictionary/id/221584/width/640/height/480,ˈsʌfə,To have a particular illness or physical problem.,3,68.0,976,75072
21964,v,страдать ,,//static.skyeng.ru/image/download/project/dictionary/id/105747/width/640/height/480,ˈsʌfə,To experience something very unpleasant or painful.,3,32.0,976,75074
21964,v,страдать ,,//static.skyeng.ru/image/download/project/dictionary/id/62145/width/640/height/480,ˈsʌfə,To experience pain or unpleasant emotions.,3,0.0,976,239937
21964,v,подвергаться,,//static.skyeng.ru/image/download/project/dictionary/id/36980/width/640/height/480,ˈsʌfə,To be badly affected by a very difficult or unpleasant situation.,3,0.0,976,75081
21965,n,выступление,,//static.skyeng.ru/image/download/project/dictionary/id/227974/width/640/height/480,spiːʧ,A formal talk usually given to a large number of people on a special occasion.,3,61.5,977,74002
21965,n,речь,,//static.skyeng.ru/image/download/project/dictionary/id/184429/width/640/height/480,spiːʧ,"Someone's ability to talk, or an example of someone talking.",3,26.9,977,74003
21965,n,манера речи,,//static.skyeng.ru/image/download/project/dictionary/id/49993/width/640/height/480,spiːʧ,A person’s style of speaking.,0,3.8,977,74006
21965,n,разговор,,//static.skyeng.ru/image/download/project/dictionary/id/10011/width/640/height/480,spiːʧ,The exchange of spoken words.,0,3.8,977,74005
21965,n,выговор,,//static.skyeng.ru/image/download/project/dictionary/id/61909/width/640/height/480,spiːʧ,A lengthy rebuke.,0,3.8,977,74007
21965,n,реплика,в пьесе,//static.skyeng.ru/image/download/project/dictionary/id/172424/width/640/height/480,spiːʧ,Words making up the dialogue of a play.,0,0.0,977,74008
21966,j,успешный,,//static.skyeng.ru/image/download/project/dictionary/id/107645/width/640/height/480,səkˈsɛsfʊl,(of a person) having achieved a lot; (of an action or undertaking) having the intended effect or result.,3,100.0,978,28662
21966,j,пользующийся успехом,,//static.skyeng.ru/image/download/project/dictionary/id/107647/width/640/height/480,səkˈsɛsfʊl,Very popular or making a lot of money.,3,0.0,978,239935
21967,n,вариант,один из возможных,//static.skyeng.ru/image/download/project/dictionary/id/219669/width/640/height/480,ˈɒpʃən,Something or someone that is or may be chosen.,3,33.3,979,110246
21967,n,опция,,//static.skyeng.ru/image/download/project/dictionary/id/228947/width/640/height/480,ˈɒpʃən,One of a range of things that you can choose to do when you are using a computer program.,3,33.3,979,233702
21967,n,опцион,,//static.skyeng.ru/image/download/project/dictionary/id/85788/width/640/height/480,ˈɒpʃən,The right to buy or sell property at an agreed price; the right is purchased and if it is not exercised by a stated date the money is forfeited.,3,33.3,979,110244
21968,n,участник,,//static.skyeng.ru/image/download/project/dictionary/id/49059/width/640/height/480,pɑːˈtɪsɪpənt,Someone who takes part in an activity.,5,100.0,980,24373
21968,n,участник,,//static.skyeng.ru/image/download/project/dictionary/id/143928/width/640/height/480,pɑːˈtɪsɪpənt,A person who participates in or is skilled at some game.,0,0.0,980,24374
21969,j,южный,относящийся к американскому Югу,//static.skyeng.ru/image/download/project/dictionary/id/142681/width/640/height/480,ˈsʌðən,In or characteristic of a region of the United States south of (approximately) the Mason-Dixon line.,3,88.2,981,93994
21969,j,южный,,//static.skyeng.ru/image/download/project/dictionary/id/221840/width/640/height/480,ˈsʌð(ə)n,Situated in or coming from regions of the south.,0,8.8,981,93996
21969,j,дуюший с юга,о ветре,//static.skyeng.ru/image/download/project/dictionary/id/66733/width/640/height/480,ˈsʌðən,(of wind) from the south.,0,2.9,981,93997
21970,j,свежий,,//static.skyeng.ru/image/download/project/dictionary/id/227845/width/640/height/480,frɛʃ,"(of food) recently produced and not frozen, dried or preserved in tins or cans.",2,100.0,983,145267
21970,j,энергичный,,//static.skyeng.ru/image/download/project/dictionary/id/114452/width/640/height/480,frɛʃ,Having a lot of energy and not feeling tired.,2,0.0,983,145274
21970,j,пресный,,//static.skyeng.ru/image/download/project/dictionary/id/22848/width/640/height/480,frɛʃ,Not containing or composed of salt water.,2,0.0,983,145272
21970,j,свежий ,,//static.skyeng.ru/image/download/project/dictionary/id/81773/width/640/height/480,frɛʃ,New or different from what was there before.,2,0.0,983,237101
21970,j,свежий,,//static.skyeng.ru/image/download/project/dictionary/id/102199/width/640/height/480,frɛʃ,Smelling clean or feeling pleasantly cool.,0,0.0,983,237100
21970,j,чистый ,,//static.skyeng.ru/image/download/project/dictionary/id/112837/width/640/height/480,frɛʃ,Used to describe skin that looks healthy.,2,0.0,983,245358
21970,r,недавно,,//static.skyeng.ru/image/download/project/dictionary/id/30811/width/640/height/480,frɛʃ,Very recently.,2,0.0,983,145279
21971,r,в конце концов,,//static.skyeng.ru/image/download/project/dictionary/id/220344/width/640/height/480,ɪˈvɛnʧəli,"In the end, especially after a long time or a lot of effort, problems, etc.",4,100.0,982,206570
21972,n,лес,,//static.skyeng.ru/image/download/project/dictionary/id/217633/width/640/height/480,ˈfɒrɪst,A large area with trees and other plants on it.,2,94.7,984,76815
21972,n,лесная зона,,//static.skyeng.ru/image/download/project/dictionary/id/12335/width/640/height/480,ˈfɒrɪst,Land that is covered with trees and shrubs.,0,5.3,984,76816
21972,v,засаживать лесом,,//static.skyeng.ru/image/download/project/dictionary/id/62815/width/640/height/480,ˈfɒrɪst,Establish a forest on previously unforested land.,2,0.0,984,76817
21973,n,видео,,//static.skyeng.ru/image/download/project/dictionary/id/91141/width/640/height/480,ˈvɪdɪəʊ,A recording of both the visual and audible components (especially one containing a recording of a movie or television program).,2,50.0,985,5652
21973,n,видео,,//static.skyeng.ru/image/download/project/dictionary/id/36867/width/640/height/480,ˈvɪdɪəʊ,The visible part of a television transmission.,2,50.0,985,5651
21973,n,видеоизображение,,//static.skyeng.ru/image/download/project/dictionary/id/145869/width/640/height/480,ˈvɪdɪəʊ,The appearance of text and graphics on a video display.,0,0.0,985,5653
21973,n,телевидение,,//static.skyeng.ru/image/download/project/dictionary/id/214692/width/640/height/480,ˈvɪdɪəʊ,Broadcasting visual images of stationary or moving objects.,2,0.0,985,5654
21973,n,видеоролик,,//static.skyeng.ru/image/download/project/dictionary/id/101939/width/640/height/480,ˈvɪdɪəʊ,"A short film that can be watched on television, a computer, a camera, etc.",0,0.0,985,236553
21974,j,всемирный,,//static.skyeng.ru/image/download/project/dictionary/id/80222/width/640/height/480,ˈgləʊbəl,Relating to the whole world; worldwide.,4,100.0,986,37475
21975,n,сенатор,,//static.skyeng.ru/image/download/project/dictionary/id/13698/width/640/height/480,ˈsɛnətə,A member of a senate.,0,100.0,2393,166239
21976,n,реформа,,//static.skyeng.ru/image/download/project/dictionary/id/228918/width/640/height/480,ˌriːˈfɔːm,A change intended for correcting an unfair situation or making something more effective.,6,85.8,987,133781
21976,v,проводить реформы,,//static.skyeng.ru/image/download/project/dictionary/id/38829/width/640/height/480,ˌriːˈfɔːm,Make changes for improvement in order to remove abuse and injustices.,6,14.2,987,133784
21976,v,улучшать,,//static.skyeng.ru/image/download/project/dictionary/id/37726/width/640/height/480,ˌriːˈfɔːm,Improve by alteration or correction of errors or defects and put into a better condition.,0,0.0,987,133788
21976,v,подвергать крекингу,,//static.skyeng.ru/image/download/project/dictionary/id/38137/width/640/height/480,ˌriːˈfɔːm,Break up the molecules of.,0,0.0,987,133787
21976,v,подвергать  крекингу,,//static.skyeng.ru/image/download/project/dictionary/id/42825/width/640/height/480,ˌriːˈfɔːm,Produce by cracking.,0,0.0,987,133786
21976,v,улучшаться,,//static.skyeng.ru/image/download/project/dictionary/id/91758/width/640/height/480,ˌriːˈfɔːm,Change for the better.,0,0.0,987,133789
